,PANDAID,MODIFTIME_EXTENDED,PRE-FAILED/FAILED,COMPUTINGSITE,MODIFICATIONHOST,ATTEMPTNR,FINAL_STATUS,START_TS,END_TS,DURATION
773,4729445945,2020-05-25 19:14:09.379057,holding,ANALY_DCSC,aipanda054.cern.ch,1,failed,2020-05-25 19:14:09.379057,2020-05-25 19:17:21.300442,0.05331149583333334
781,4729445946,2020-05-25 19:17:21.330798,failed,ANALY_DCSC,aipanda054.cern.ch,1,failed,2020-05-25 19:17:21.330798,2020-05-25 19:17:21.330798,0.0
783,4729445946,2020-05-25 19:14:09.398946,holding,ANALY_DCSC,aipanda054.cern.ch,1,failed,2020-05-25 19:14:09.398946,2020-05-25 19:17:21.330798,0.05331440333333334
791,4729445947,2020-05-25 19:17:21.971996,failed,ANALY_DCSC,aipanda054.cern.ch,1,failed,2020-05-25 19:17:21.971996,2020-05-25 19:17:21.971996,0.0
793,4729445947,2020-05-25 19:14:09.421430,holding,ANALY_DCSC,aipanda054.cern.ch,1,failed,2020-05-25 19:14:09.421430,2020-05-25 19:17:21.971996,0.05348626833333334
803,4729445948,2020-05-22 05:34:26.394192,failed,ANALY_DCSC,aipanda052.cern.ch,1,failed,2020-05-22 05:34:26.394192,2020-05-22 05:34:26.394192,0.0
802,4729445948,2020-05-22 05:31:21.836424,holding,ANALY_DCSC,aipanda052.cern.ch,1,failed,2020-05-22 05:31:21.836424,2020-05-22 05:34:26.394192,0.05126604666666667
812,4729445949,2020-05-22 03:03:23.138862,failed,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-22 03:03:23.138862,2020-05-22 03:03:23.138862,0.0
813,4729445949,2020-05-22 02:59:52.901684,holding,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-22 02:59:52.901684,2020-05-22 03:03:23.138862,0.05839921611111111
821,4729445952,2020-05-25 19:17:22.221817,failed,ANALY_DCSC,aipanda054.cern.ch,1,failed,2020-05-25 19:17:22.221817,2020-05-25 19:17:22.221817,0.0
823,4729445952,2020-05-25 19:14:09.469330,holding,ANALY_DCSC,aipanda054.cern.ch,1,failed,2020-05-25 19:14:09.469330,2020-05-25 19:17:22.221817,0.053542357500000005
831,4729445954,2020-05-25 19:17:21.136820,failed,ANALY_DCSC,aipanda058.cern.ch,1,failed,2020-05-25 19:17:21.136820,2020-05-25 19:17:21.136820,0.0
833,4729445954,2020-05-25 19:12:01.393436,holding,ANALY_DCSC,aipanda058.cern.ch,1,failed,2020-05-25 19:12:01.393436,2020-05-25 19:17:21.136820,0.08881760666666666
841,4729445956,2020-05-25 23:47:15.202366,failed,ANALY_DCSC,aipanda189.cern.ch,1,failed,2020-05-25 23:47:15.202366,2020-05-25 23:47:15.202366,0.0
843,4729445956,2020-05-25 23:43:24.250919,holding,ANALY_DCSC,aipanda189.cern.ch,1,failed,2020-05-25 23:43:24.250919,2020-05-25 23:47:15.202366,0.06415317972222222
851,4729445957,2020-05-25 19:17:22.088382,failed,ANALY_DCSC,aipanda054.cern.ch,1,failed,2020-05-25 19:17:22.088382,2020-05-25 19:17:22.088382,0.0
853,4729445957,2020-05-25 19:14:09.507403,holding,ANALY_DCSC,aipanda054.cern.ch,1,failed,2020-05-25 19:14:09.507403,2020-05-25 19:17:22.088382,0.05349471638888889
863,4729445958,2020-05-22 06:27:33.885350,failed,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-22 06:27:33.885350,2020-05-22 06:27:33.885350,0.0
862,4729445958,2020-05-22 06:22:29.851947,holding,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-22 06:22:29.851947,2020-05-22 06:27:33.885350,0.08445372305555555
871,4729445960,2020-05-25 19:17:21.310628,failed,ANALY_DCSC,aipanda058.cern.ch,1,failed,2020-05-25 19:17:21.310628,2020-05-25 19:17:21.310628,0.0
873,4729445960,2020-05-25 19:12:01.429859,holding,ANALY_DCSC,aipanda058.cern.ch,1,failed,2020-05-25 19:12:01.429859,2020-05-25 19:17:21.310628,0.08885576916666668
881,4729445961,2020-05-25 19:17:21.285755,failed,ANALY_DCSC,aipanda058.cern.ch,1,failed,2020-05-25 19:17:21.285755,2020-05-25 19:17:21.285755,0.0
883,4729445961,2020-05-25 19:12:01.475382,holding,ANALY_DCSC,aipanda058.cern.ch,1,failed,2020-05-25 19:12:01.475382,2020-05-25 19:17:21.285755,0.08883621472222222
891,4729445964,2020-05-21 23:08:17.391140,failed,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-21 23:08:17.391140,2020-05-21 23:08:17.391140,0.0
889,4729445964,2020-05-21 23:01:53.951533,holding,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-21 23:01:53.951533,2020-05-21 23:08:17.391140,0.10651100194444445
901,4729445965,2020-05-25 19:17:21.898014,failed,ANALY_DCSC,aipanda058.cern.ch,1,failed,2020-05-25 19:17:21.898014,2020-05-25 19:17:21.898014,0.0
903,4729445965,2020-05-25 19:12:01.499229,holding,ANALY_DCSC,aipanda058.cern.ch,1,failed,2020-05-25 19:12:01.499229,2020-05-25 19:17:21.898014,0.0889996625
911,4729445967,2020-05-25 19:17:22.063426,failed,ANALY_DCSC,aipanda058.cern.ch,1,failed,2020-05-25 19:17:22.063426,2020-05-25 19:17:22.063426,0.0
913,4729445967,2020-05-25 19:12:01.555294,holding,ANALY_DCSC,aipanda058.cern.ch,1,failed,2020-05-25 19:12:01.555294,2020-05-25 19:17:22.063426,0.08903003666666669
921,4729445968,2020-05-21 23:10:16.810761,failed,ANALY_DCSC,aipanda055.cern.ch,1,failed,2020-05-21 23:10:16.810761,2020-05-21 23:10:16.810761,0.0
920,4729445968,2020-05-21 23:06:23.417746,holding,ANALY_DCSC,aipanda055.cern.ch,1,failed,2020-05-21 23:06:23.417746,2020-05-21 23:10:16.810761,0.06483139305555556
931,4729445969,2020-05-21 23:08:17.657825,failed,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-21 23:08:17.657825,2020-05-21 23:08:17.657825,0.0
929,4729445969,2020-05-21 23:01:53.967546,holding,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-21 23:01:53.967546,2020-05-21 23:08:17.657825,0.10658063305555557
941,4729445970,2020-05-21 23:08:17.872396,failed,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-21 23:08:17.872396,2020-05-21 23:08:17.872396,0.0
939,4729445970,2020-05-21 23:01:53.980533,holding,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-21 23:01:53.980533,2020-05-21 23:08:17.872396,0.10663662861111112
951,4729445971,2020-05-21 23:08:18.017972,failed,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-21 23:08:18.017972,2020-05-21 23:08:18.017972,0.0
949,4729445971,2020-05-21 23:02:53.437955,holding,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-21 23:02:53.437955,2020-05-21 23:08:18.017972,0.09016111583333333
960,4729445972,2020-05-21 23:15:34.414040,failed,ANALY_DCSC,aipanda189.cern.ch,1,failed,2020-05-21 23:15:34.414040,2020-05-21 23:15:34.414040,0.0
959,4729445972,2020-05-21 23:07:57.867281,holding,ANALY_DCSC,aipanda189.cern.ch,1,failed,2020-05-21 23:07:57.867281,2020-05-21 23:15:34.414040,0.12681854416666666
971,4729445973,2020-05-21 23:08:18.244042,failed,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-21 23:08:18.244042,2020-05-21 23:08:18.244042,0.0
969,4729445973,2020-05-21 23:01:53.995975,holding,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-21 23:01:53.995975,2020-05-21 23:08:18.244042,0.10673557416666668
983,4729445975,2020-05-22 00:01:32.438912,failed,ANALY_DCSC,aipanda058.cern.ch,1,failed,2020-05-22 00:01:32.438912,2020-05-22 00:01:32.438912,0.0
981,4729445975,2020-05-21 23:58:25.733990,holding,ANALY_DCSC,aipanda058.cern.ch,1,failed,2020-05-21 23:58:25.733990,2020-05-22 00:01:32.438912,0.05186247833333334
991,4729445976,2020-05-22 09:38:45.884978,failed,ANALY_DCSC,aipanda052.cern.ch,1,failed,2020-05-22 09:38:45.884978,2020-05-22 09:38:45.884978,0.0
993,4729445976,2020-05-22 09:34:34.030397,holding,ANALY_DCSC,aipanda052.cern.ch,1,failed,2020-05-22 09:34:34.030397,2020-05-22 09:38:45.884978,0.06995960583333334
1001,4729445977,2020-05-25 19:17:22.046089,failed,ANALY_DCSC,aipanda058.cern.ch,1,failed,2020-05-25 19:17:22.046089,2020-05-25 19:17:22.046089,0.0
1003,4729445977,2020-05-25 19:12:01.595509,holding,ANALY_DCSC,aipanda058.cern.ch,1,failed,2020-05-25 19:12:01.595509,2020-05-25 19:17:22.046089,0.08901405000000001
1013,4729445978,2020-05-23 14:10:01.069045,failed,ANALY_DCSC,aipanda189.cern.ch,1,failed,2020-05-23 14:10:01.069045,2020-05-23 14:10:01.069045,0.0
1012,4729445978,2020-05-23 14:05:29.530557,holding,ANALY_DCSC,aipanda189.cern.ch,1,failed,2020-05-23 14:05:29.530557,2020-05-23 14:10:01.069045,0.07542735777777779
1021,4729445979,2020-05-25 09:35:52.307991,failed,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-25 09:35:52.307991,2020-05-25 09:35:52.307991,0.0
1023,4729445979,2020-05-25 09:31:42.421878,holding,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-25 09:31:42.421878,2020-05-25 09:35:52.307991,0.06941280916666667
1032,4729445980,2020-05-25 12:26:04.727832,failed,ANALY_DCSC,aipanda189.cern.ch,1,failed,2020-05-25 12:26:04.727832,2020-05-25 12:26:04.732534,1.306111111111111e-06
1031,4729445980,2020-05-25 12:26:04.732534,failed,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-25 12:26:04.732534,2020-05-25 12:26:04.732534,0.0
1030,4729445980,2020-05-21 23:11:12.029038,running,ANALY_DCSC,aipanda057.cern.ch,1,failed,2020-05-21 23:11:12.029038,2020-05-25 12:26:04.727832,85.24797188722223
1040,4729445982,2020-05-25 23:49:20.413585,failed,ANALY_DCSC,aipanda058.cern.ch,1,failed,2020-05-25 23:49:20.413585,2020-05-25 23:49:20.413585,0.0
1042,4729445982,2020-05-25 23:44:35.547755,holding,ANALY_DCSC,aipanda058.cern.ch,1,failed,2020-05-25 23:44:35.547755,2020-05-25 23:49:20.413585,0.07912939722222223
6,4729447084,2020-05-18 18:22:57.210574,failed,ANALY_DCSC,aipanda052.cern.ch,1,failed,2020-05-18 18:22:57.210574,2020-05-18 18:22:57.210574,0.0
7,4729447084,2020-05-18 18:19:16.159565,holding,ANALY_DCSC,aipanda052.cern.ch,1,failed,2020-05-18 18:19:16.159565,2020-05-18 18:22:57.210574,0.061403058055555564
19,4729447085,2020-05-18 18:30:59.759872,failed,ANALY_DCSC,aipanda056.cern.ch,1,failed,2020-05-18 18:30:59.759872,2020-05-18 18:30:59.759872,0.0
16,4729447085,2020-05-18 18:24:02.462360,holding,ANALY_DCSC,aipanda056.cern.ch,1,failed,2020-05-18 18:24:02.462360,2020-05-18 18:30:59.759872,0.11591597555555558
29,4729447086,2020-05-18 18:30:59.658636,failed,ANALY_DCSC,aipanda056.cern.ch,1,failed,2020-05-18 18:30:59.658636,2020-05-18 18:30:59.658636,0.0
26,4729447086,2020-05-18 18:24:02.475080,holding,ANALY_DCSC,aipanda056.cern.ch,1,failed,2020-05-18 18:24:02.475080,2020-05-18 18:30:59.658636,0.11588432111111112
39,4729447087,2020-05-18 18:31:00.435409,failed,ANALY_DCSC,aipanda056.cern.ch,1,failed,2020-05-18 18:31:00.435409,2020-05-18 18:31:00.435409,0.0
36,4729447087,2020-05-18 18:24:02.488112,holding,ANALY_DCSC,aipanda056.cern.ch,1,failed,2020-05-18 18:24:02.488112,2020-05-18 18:31:00.435409,0.11609647138888891
49,4729447088,2020-05-18 18:31:00.558953,failed,ANALY_DCSC,aipanda056.cern.ch,1,failed,2020-05-18 18:31:00.558953,2020-05-18 18:31:00.558953,0.0
46,4729447088,2020-05-18 18:24:02.502832,holding,ANALY_DCSC,aipanda056.cern.ch,1,failed,2020-05-18 18:24:02.502832,2020-05-18 18:31:00.558953,0.11612670027777777
59,4729447089,2020-05-18 18:31:00.580991,failed,ANALY_DCSC,aipanda056.cern.ch,1,failed,2020-05-18 18:31:00.580991,2020-05-18 18:31:00.580991,0.0
56,4729447089,2020-05-18 18:24:02.514798,holding,ANALY_DCSC,aipanda056.cern.ch,1,failed,2020-05-18 18:24:02.514798,2020-05-18 18:31:00.580991,0.11612949805555556
69,4729447090,2020-05-18 18:31:01.089922,failed,ANALY_DCSC,aipanda056.cern.ch,1,failed,2020-05-18 18:31:01.089922,2020-05-18 18:31:01.089922,0.0
66,4729447090,2020-05-18 18:24:02.531124,holding,ANALY_DCSC,aipanda056.cern.ch,1,failed,2020-05-18 18:24:02.531124,2020-05-18 18:31:01.089922,0.11626633277777779
79,4729447092,2020-05-18 18:31:01.255769,failed,ANALY_DCSC,aipanda056.cern.ch,1,failed,2020-05-18 18:31:01.255769,2020-05-18 18:31:01.255769,0.0
76,4729447092,2020-05-18 18:24:02.543057,holding,ANALY_DCSC,aipanda056.cern.ch,1,failed,2020-05-18 18:24:02.543057,2020-05-18 18:31:01.255769,0.11630908666666667
88,4729448280,2020-05-17 15:01:35.084094,failed,ANALY_DCSC,aipanda051.cern.ch,0,failed,2020-05-17 15:01:35.084094,2020-05-17 15:01:35.084094,0.0
87,4729448280,2020-05-17 14:56:06.211178,holding,ANALY_DCSC,aipanda051.cern.ch,0,failed,2020-05-17 14:56:06.211178,2020-05-17 15:01:35.084094,0.09135358777777779
97,4729449513,2020-05-17 15:01:38.738366,failed,ANALY_DCSC,aipanda051.cern.ch,0,failed,2020-05-17 15:01:38.738366,2020-05-17 15:01:38.738366,0.0
96,4729449513,2020-05-17 14:56:06.225163,holding,ANALY_DCSC,aipanda051.cern.ch,0,failed,2020-05-17 14:56:06.225163,2020-05-17 15:01:38.738366,0.09236477861111111
1049,4735946275,2020-05-26 08:28:46.520976,failed,ANALY_DCSC,aipanda058.cern.ch,10,failed,2020-05-26 08:28:46.520976,2020-05-26 08:28:46.520976,0.0
1051,4735946275,2020-05-26 08:23:16.639137,holding,ANALY_DCSC,aipanda058.cern.ch,10,failed,2020-05-26 08:23:16.639137,2020-05-26 08:28:46.520976,0.09163384416666667
1058,4735946276,2020-05-23 13:35:57.557367,failed,ANALY_DCSC,aipanda053.cern.ch,10,failed,2020-05-23 13:35:57.557367,2020-05-23 13:35:57.557367,0.0
1059,4735946276,2020-05-23 13:30:06.557682,holding,ANALY_DCSC,aipanda053.cern.ch,10,failed,2020-05-23 13:30:06.557682,2020-05-23 13:35:57.557367,0.0974999125
104,4736339087,2020-05-23 01:42:12.056201,failed,SARA-MATRIX,aipanda053.cern.ch,7,failed,2020-05-23 01:42:12.056201,2020-05-23 01:42:12.056201,0.0
101,4736339087,2020-05-22 04:31:44.745595,running,SARA-MATRIX,aipanda053.cern.ch,7,failed,2020-05-22 04:31:44.745595,2020-05-23 01:42:12.056201,21.17425294611111
111,4736339127,2020-05-23 01:43:09.599348,failed,SARA-MATRIX,aipanda058.cern.ch,7,failed,2020-05-23 01:43:09.599348,2020-05-23 01:43:09.599348,0.0
110,4736339127,2020-05-22 04:48:44.043153,running,SARA-MATRIX,aipanda058.cern.ch,7,failed,2020-05-22 04:48:44.043153,2020-05-23 01:43:09.599348,20.907098943055562
113,4736339135,2020-05-22 16:45:22.104984,failed,SARA-MATRIX,aipanda054.cern.ch,7,failed,2020-05-22 16:45:22.104984,2020-05-22 16:45:22.104984,0.0
112,4736339135,2020-05-22 16:39:34.100516,holding,SARA-MATRIX,aipanda054.cern.ch,7,failed,2020-05-22 16:39:34.100516,2020-05-22 16:45:22.104984,0.0966679077777778
126,4736339148,2020-05-23 01:48:38.149502,failed,SARA-MATRIX,aipanda056.cern.ch,7,failed,2020-05-23 01:48:38.149502,2020-05-23 01:48:38.149502,0.0
124,4736339148,2020-05-22 04:59:15.175833,running,SARA-MATRIX,aipanda058.cern.ch,7,failed,2020-05-22 04:59:15.175833,2020-05-23 01:48:38.149502,20.82304824138889
133,4736339160,2020-05-23 01:50:29.294011,failed,SARA-MATRIX,aipanda056.cern.ch,7,failed,2020-05-23 01:50:29.294011,2020-05-23 01:50:29.294011,0.0
132,4736339160,2020-05-22 05:03:51.759315,running,SARA-MATRIX,aipanda052.cern.ch,7,failed,2020-05-22 05:03:51.759315,2020-05-23 01:50:29.294011,20.777092971111113
140,4736339162,2020-05-23 01:41:08.358337,failed,SARA-MATRIX,aipanda054.cern.ch,7,failed,2020-05-23 01:41:08.358337,2020-05-23 01:41:08.358337,0.0
139,4736339162,2020-05-22 05:03:51.987151,running,SARA-MATRIX,aipanda051.cern.ch,7,failed,2020-05-22 05:03:51.987151,2020-05-23 01:41:08.358337,20.621214218333332
147,4736339197,2020-05-23 01:46:05.622800,failed,SARA-MATRIX,aipanda053.cern.ch,7,failed,2020-05-23 01:46:05.622800,2020-05-23 01:46:05.622800,0.0
144,4736339197,2020-05-22 05:09:40.989729,running,SARA-MATRIX,aipanda052.cern.ch,7,failed,2020-05-22 05:09:40.989729,2020-05-23 01:46:05.622800,20.606842519722225
154,4736339580,2020-05-23 01:48:25.981175,failed,SARA-MATRIX,aipanda056.cern.ch,10,failed,2020-05-23 01:48:25.981175,2020-05-23 01:48:25.981175,0.0
153,4736339580,2020-05-22 05:04:56.045174,running,SARA-MATRIX,aipanda052.cern.ch,10,failed,2020-05-22 05:04:56.045174,2020-05-23 01:48:25.981175,20.724982222500003
161,4736339605,2020-05-23 01:50:11.093523,failed,SARA-MATRIX,aipanda056.cern.ch,10,failed,2020-05-23 01:50:11.093523,2020-05-23 01:50:11.093523,0.0
159,4736339605,2020-05-22 05:07:00.028418,running,SARA-MATRIX,aipanda058.cern.ch,10,failed,2020-05-22 05:07:00.028418,2020-05-23 01:50:11.093523,20.719740306944445
168,4736339608,2020-05-23 01:42:17.076234,failed,SARA-MATRIX,aipanda058.cern.ch,10,failed,2020-05-23 01:42:17.076234,2020-05-23 01:42:17.076234,0.0
167,4736339608,2020-05-22 05:11:23.158335,running,SARA-MATRIX,aipanda057.cern.ch,10,failed,2020-05-22 05:11:23.158335,2020-05-23 01:42:17.076234,20.51497719416667
