,PANDAID,MODIFTIME_EXTENDED,JOBSTATUS,COMPUTINGSITE,MODIFICATIONHOST,ATTEMPTNR,FINAL_STATUS,START_TS,END_TS,DURATION,STATUS_LEVEL,SEQUENCE
155,4736339605,2020-05-22 00:16:49.740931,pending,SARA-MATRIX,aipanda042.cern.ch,10,failed,2020-05-22 00:16:49.740931,2020-05-22 00:16:56.864086,0.001978654166666667,0,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
157,4736339605,2020-05-22 00:16:56.864086,defined,SARA-MATRIX,aipanda052.cern.ch,10,failed,2020-05-22 00:16:56.864086,2020-05-22 00:17:06.496494,0.002675668888888889,1,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
156,4736339605,2020-05-22 00:17:06.496494,activated,SARA-MATRIX,aipanda052.cern.ch,10,failed,2020-05-22 00:17:06.496494,2020-05-22 05:06:36.895818,4.825110923333335,2,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
158,4736339605,2020-05-22 05:06:36.895818,sent,SARA-MATRIX,aipanda056.cern.ch,10,failed,2020-05-22 05:06:36.895818,2020-05-22 05:06:38.937035,0.0005670047222222222,3,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
160,4736339605,2020-05-22 05:06:38.937035,starting,SARA-MATRIX,aipanda053.cern.ch,10,failed,2020-05-22 05:06:38.937035,2020-05-22 05:07:00.028418,0.0058587175,4,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
159,4736339605,2020-05-22 05:07:00.028418,running,SARA-MATRIX,aipanda058.cern.ch,10,failed,2020-05-22 05:07:00.028418,2020-05-23 01:50:11.093523,20.719740306944445,5,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
161,4736339605,2020-05-23 01:50:11.093523,failed,SARA-MATRIX,aipanda056.cern.ch,10,failed,2020-05-23 01:50:11.093523,2020-05-23 01:50:11.093523,0.0,6,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
162,4736339608,2020-05-22 00:16:49.845143,pending,SARA-MATRIX,aipanda042.cern.ch,10,failed,2020-05-22 00:16:49.845143,2020-05-22 00:16:56.939934,0.001970775277777778,0,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
164,4736339608,2020-05-22 00:16:56.939934,defined,SARA-MATRIX,aipanda052.cern.ch,10,failed,2020-05-22 00:16:56.939934,2020-05-22 00:17:06.686072,0.0027072605555555555,1,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
163,4736339608,2020-05-22 00:17:06.686072,activated,SARA-MATRIX,aipanda052.cern.ch,10,failed,2020-05-22 00:17:06.686072,2020-05-22 05:11:10.760111,4.901131677500001,2,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
165,4736339608,2020-05-22 05:11:10.760111,sent,SARA-MATRIX,aipanda058.cern.ch,10,failed,2020-05-22 05:11:10.760111,2020-05-22 05:11:12.524346,0.0004900652777777779,3,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
166,4736339608,2020-05-22 05:11:12.524346,starting,SARA-MATRIX,aipanda052.cern.ch,10,failed,2020-05-22 05:11:12.524346,2020-05-22 05:11:23.158335,0.002953885833333334,4,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
167,4736339608,2020-05-22 05:11:23.158335,running,SARA-MATRIX,aipanda057.cern.ch,10,failed,2020-05-22 05:11:23.158335,2020-05-23 01:42:17.076234,20.51497719416667,5,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
168,4736339608,2020-05-23 01:42:17.076234,failed,SARA-MATRIX,aipanda058.cern.ch,10,failed,2020-05-23 01:42:17.076234,2020-05-23 01:42:17.076234,0.0,6,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
1064,4746191870,2020-06-01 02:31:16.136832,pending,BNL,aipanda045.cern.ch,9,failed,2020-06-01 02:31:16.136832,2020-06-01 02:31:17.258628,0.00031161000000000003,0,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
1066,4746191870,2020-06-01 02:31:17.258628,defined,BNL,aipanda058.cern.ch,9,failed,2020-06-01 02:31:17.258628,2020-06-01 02:31:20.469220,0.0008918311111111111,1,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
1065,4746191870,2020-06-01 02:31:20.469220,activated,BNL,aipanda058.cern.ch,9,failed,2020-06-01 02:31:20.469220,2020-06-01 18:11:07.042126,15.662936918333335,2,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
1063,4746191870,2020-06-01 18:11:07.042126,sent,BNL,aipanda054.cern.ch,9,failed,2020-06-01 18:11:07.042126,2020-06-01 18:11:08.819823,0.0004938047222222223,3,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
1061,4746191870,2020-06-01 18:11:08.819823,starting,BNL,aipanda052.cern.ch,9,failed,2020-06-01 18:11:08.819823,2020-06-01 18:11:30.177759,0.0059327600000000005,4,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
1062,4746191870,2020-06-01 18:11:30.177759,running,BNL,aipanda057.cern.ch,9,failed,2020-06-01 18:11:30.177759,2020-06-02 16:10:16.041667,21.97940664111111,5,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
1067,4746191870,2020-06-02 16:10:16.041667,failed,BNL,aipanda057.cern.ch,9,failed,2020-06-02 16:10:16.041667,2020-06-02 16:10:16.041667,0.0,6,"['pending', 'defined', 'activated', 'sent', 'starting', 'running', 'failed']"
